Date,Open,High,Low,Close,Adj Close,Volume
2011-07-28,55.945713,56.712856,55.447144,55.974285,37.323830,148508500
2011-07-29,55.377144,56.450001,54.857143,55.782856,37.196175,158146100
2011-08-01,56.825714,57.071430,56.052856,56.678570,37.793446,153209000
2011-08-02,56.807144,56.842857,55.478573,55.558571,37.046627,159884900
2011-08-03,55.854286,56.221428,54.605713,56.081429,37.395267,183127000
2011-08-04,55.630001,55.902859,53.907143,53.910000,35.947346,217851900
2011-08-05,54.348572,54.785713,51.795715,53.374287,35.590130,301147700
2011-08-08,51.669998,52.538570,50.431427,50.458572,33.645931,285958400
2011-08-09,51.614285,53.515713,50.714287,53.430000,35.627281,270645900
2011-08-10,53.021427,53.521427,51.785713,51.955715,34.644226,219664200
2011-08-11,52.931427,53.635715,52.102856,53.385715,35.597752,185492300
2011-08-12,54.009998,54.234287,53.461430,53.855713,35.911144,132244000
2011-08-15,54.232857,54.995716,54.012856,54.772858,36.522709,115136000
2011-08-16,54.502857,54.767143,53.722858,54.354286,36.243603,124687500
2011-08-17,54.615715,54.931427,54.000000,54.348572,36.239788,110515300
2011-08-18,52.977142,53.235714,51.624287,52.292858,34.869034,212858800
2011-08-19,51.738571,52.428570,50.857143,50.861427,33.914555,193972100
2011-08-22,52.072857,52.125713,50.727142,50.919998,33.953613,133828800
2011-08-23,51.471428,53.377144,51.000000,53.371429,35.588238,164208800
2011-08-24,53.352856,54.137142,52.942856,53.740002,35.834000,156566900
2011-08-25,52.154285,53.635715,52.142857,53.388573,35.599655,217836500
2011-08-26,53.024284,54.828571,52.971428,54.797142,36.538898,160369300
2011-08-29,55.454285,55.928570,55.428570,55.709999,37.147594,101317300
2011-08-30,55.464287,55.977142,55.172855,55.712856,37.149494,104480600
2011-08-31,55.795715,56.011429,54.551430,54.975716,36.657967,130646600
2011-09-01,55.117142,55.334286,54.388573,54.432858,36.295986,85931300
2011-09-02,53.534286,54.000000,53.118572,53.435715,35.631092,109734800
2011-09-06,52.481430,54.332859,52.354286,54.248573,36.173107,127424500
2011-09-07,55.080002,55.085712,54.571430,54.847141,36.572243,87644200
2011-09-08,54.628571,55.515713,54.615715,54.877144,36.592243,104039600
2011-09-09,54.847141,55.142857,53.574287,53.925713,35.957825,141203300
2011-09-12,53.285713,54.411430,53.128571,54.277142,36.192162,116958100
2011-09-13,54.591427,55.172855,54.321430,54.945713,36.637970,110140100
2011-09-14,55.288570,56.029999,55.108570,55.614285,37.083771,133681100
2011-09-15,55.918571,56.237144,55.700001,56.137142,37.432419,104454700
2011-09-16,56.505714,57.214287,56.432858,57.214287,38.150658,174628300
2011-09-19,56.714287,59.032856,56.457142,58.804287,39.210876,205965200
2011-09-20,59.321430,60.408573,58.741428,59.064285,39.384239,193938500
2011-09-21,59.948570,60.227142,58.857143,58.877144,39.259457,151494000
2011-09-22,57.290001,58.545715,56.671429,57.402859,38.276398,242120200
2011-09-23,57.182858,58.105713,57.121429,57.757141,38.512638,136569300
2011-09-26,57.122856,57.711430,55.900002,57.595715,38.404995,203219100
2011-09-27,58.389999,58.464287,56.865715,57.037144,38.032539,158124400
2011-09-28,57.169998,57.677143,56.644287,56.715714,37.818199,107409400
2011-09-29,57.417141,57.458572,55.172855,55.795715,37.204762,162771700
2011-09-30,55.302856,55.555714,54.454285,54.474285,36.323627,136910200
2011-10-03,54.338570,54.662857,53.310001,53.514286,35.683491,167274800
2011-10-04,53.509998,54.542858,50.605713,53.214287,35.483452,308419300
2011-10-05,52.551430,54.259998,51.471428,54.035713,36.031178,196617400
2011-10-06,53.332859,54.968571,53.114285,53.910000,35.947346,203145600
2011-10-07,53.682858,53.962856,52.641430,52.828571,35.226246,133864500
2011-10-10,54.155716,55.544285,54.029999,55.544285,37.037094,110628700
2011-10-11,56.081429,57.597141,55.928570,57.184284,38.130653,151421900
2011-10-12,58.191429,58.464287,57.162857,57.455715,38.311642,155571500
2011-10-13,57.854286,58.347141,57.549999,58.347141,38.906048,106546300
2011-10-14,59.547142,60.285713,59.324287,60.285713,40.198700,143341800
2011-10-17,60.248573,60.957142,59.419998,59.998573,40.007229,171511200
2011-10-18,60.251427,60.687141,59.427143,60.320000,40.221550,220400600
2011-10-19,57.335712,58.345715,56.828571,56.945713,37.971573,276014900
2011-10-20,57.142857,57.192856,56.315716,56.472858,37.656269,137317600
2011-10-21,56.871429,57.020000,55.821430,56.124287,37.423847,155311100
2011-10-24,56.597141,58.071430,56.485714,57.967144,38.652660,125534500
2011-10-25,57.861427,58.078571,56.768570,56.824287,37.890614,107606800
2011-10-26,57.394287,57.507141,56.164288,57.228573,38.160191,114076200
2011-10-27,58.222858,58.428570,57.412857,57.812859,38.549782,123666200
2011-10-28,57.571430,58.049999,57.501427,57.849998,38.574558,80710700
2011-10-31,57.488571,58.475716,57.292858,57.825714,38.558365,96375300
2011-11-01,56.772858,57.071430,56.174286,56.644287,37.770580,132947500
2011-11-02,57.155716,57.205715,56.444286,56.772858,37.856323,81837700
2011-11-03,57.009998,57.628571,56.480000,57.581429,38.395462,110346600
2011-11-04,57.432858,57.634285,57.022858,57.177143,38.125885,75557300
2011-11-07,57.130001,57.142857,56.590000,57.104286,38.077305,67568900
2011-11-08,57.458572,58.285713,57.365715,58.032856,38.696487,100110500
2011-11-09,56.709999,57.270000,56.318573,56.468571,37.653419,139671000
2011-11-10,56.718571,56.744286,54.592857,55.031429,36.695129,186188100
2011-11-11,55.230000,55.528572,54.322857,54.945713,36.637970,163446500
2011-11-14,54.788570,55.035713,54.028572,54.180000,36.127380,108226300
2011-11-15,54.400002,55.642857,54.207142,55.547142,37.038998,107702700
2011-11-16,55.607143,55.877144,54.902859,54.967144,36.652252,87302600
2011-11-17,54.854286,54.939999,53.642857,53.915714,35.951168,119975100
2011-11-18,54.131428,54.284286,53.554287,53.562859,35.715878,92984500
2011-11-21,52.914288,53.097141,52.272858,52.715714,35.150993,111995100
2011-11-22,53.002857,53.990002,52.991428,53.787144,35.865421,102255300
2011-11-23,53.501427,53.691429,52.411430,52.427143,34.958572,107067800
2011-11-25,52.631428,53.021427,51.902859,51.938572,34.632797,63690200
2011-11-28,53.192856,53.817142,52.904285,53.731430,35.828285,86603300
2011-11-29,53.691429,54.118572,52.885715,53.314285,35.550121,93963800
2011-11-30,54.470001,54.611427,54.042858,54.599998,36.407448,101484600
2011-12-01,54.648571,55.571430,54.392857,55.418571,36.953278,96795300
2011-12-02,55.689999,56.232857,55.511429,55.671429,37.121880,94763900
2011-12-05,56.212856,56.630001,55.770000,56.144287,37.437180,89302500
2011-12-06,56.072857,56.375713,55.625713,55.849998,37.240955,70899500
2011-12-07,55.704285,55.848572,55.251427,55.584286,37.063770,76186600
2011-12-08,55.921429,56.500000,55.747143,55.808571,37.213318,94089100
2011-12-09,56.121429,56.291428,55.861427,56.231430,37.495293,74248300
2011-12-12,55.954285,56.271427,55.635715,55.977142,37.325726,75266800
2011-12-13,56.142857,56.485714,55.299999,55.544285,37.037094,84732200
2011-12-14,55.242859,55.340000,53.954285,54.312859,36.215984,101721900
2011-12-15,54.761429,54.820000,54.044285,54.134285,36.096909,64050000
2011-12-16,54.337143,54.878571,54.224285,54.431427,36.295040,105369600
2011-12-19,54.638573,54.978573,54.354286,54.601429,36.408390,58882600
2011-12-20,55.394287,56.585712,55.322857,56.564285,37.717236,84303800
2011-12-21,56.669998,56.757141,56.001427,56.635715,37.764866,65737000
2011-12-22,56.714287,57.018570,56.585712,56.935715,37.964897,50589700
2011-12-23,57.098572,57.655716,57.070000,57.618572,38.420235,67349800
2011-12-27,57.585712,58.441429,57.574287,58.075714,38.725071,66269000
2011-12-28,58.127144,58.321430,57.334286,57.520000,38.354515,57165500
2011-12-29,57.628571,57.950001,57.215714,57.874287,38.590744,53994500
2011-12-30,57.644287,58.040001,57.641430,57.857143,38.579315,44915500
2012-01-03,58.485714,58.928570,58.428570,58.747143,39.172771,75555200
2012-01-04,58.571430,59.240002,58.468571,59.062859,39.383293,65005500
2012-01-05,59.278572,59.792858,58.952858,59.718571,39.820515,67817400
2012-01-06,59.967144,60.392857,59.888573,60.342857,40.236809,79573200
2012-01-09,60.785713,61.107143,60.192856,60.247143,40.172970,98506100
2012-01-10,60.844284,60.857143,60.214287,60.462856,40.316807,64549100
2012-01-11,60.382858,60.407143,59.901428,60.364285,40.251083,53771200
2012-01-12,60.325714,60.414288,59.821430,60.198570,40.140579,53146800
2012-01-13,59.957142,60.064285,59.808571,59.972858,39.990093,56505400
2012-01-17,60.599998,60.855713,60.422855,60.671429,40.455898,60724300
2012-01-18,60.994286,61.352856,60.900002,61.301430,40.875977,69197800
2012-01-19,61.450001,61.624287,60.930000,61.107143,40.746429,65434600
2012-01-20,61.070000,61.071430,59.964287,60.042858,40.036770,103493600
2012-01-23,60.381428,61.207142,60.328571,61.058571,40.714039,76515600
2012-01-24,60.728573,60.728573,59.935715,60.058571,40.047241,136909500
2012-01-25,64.919998,64.921425,63.389999,63.808571,42.547745,239578500
2012-01-26,64.051430,64.112854,63.305714,63.518570,42.354374,80996300
2012-01-27,63.477142,64.068573,63.395714,63.897144,42.606808,74927300
2012-01-30,63.672855,64.842857,63.627144,64.715714,43.152634,94835300
2012-01-31,65.084282,65.462860,64.724289,65.211426,43.483173,97920900
2012-02-01,65.487144,65.570000,65.078575,65.169998,43.455555,67511500
2012-02-02,65.128571,65.309998,64.854286,65.017143,43.353626,46699100
2012-02-03,65.328575,65.714287,65.080002,65.668571,43.787991,71649900
2012-02-06,65.482857,66.425713,65.457146,66.281425,44.196655,62353200
2012-02-07,66.464287,67.107140,66.368568,66.975716,44.659607,79055900
2012-02-08,67.214287,68.112854,67.099998,68.097145,45.407379,101972500
2012-02-09,68.680000,70.964287,68.651428,70.452858,46.978184,221053700
2012-02-10,70.137146,71.088570,69.792854,70.488571,47.001984,157825500
2012-02-13,71.361427,71.975716,71.012856,71.800003,47.876461,129304000
2012-02-14,72.094284,72.794289,71.714287,72.779999,48.529926,115099600
2012-02-15,73.465714,75.184288,70.984283,71.095711,47.406830,376530000
2012-02-16,70.214287,72.127144,69.518570,71.744286,47.839321,236138000
2012-02-17,71.872856,72.538574,71.471428,71.731430,47.830730,133951300
2012-02-21,72.411430,73.550003,72.017143,73.550003,49.043362,151398800
2012-02-22,73.297142,73.641426,72.724289,73.291428,48.870945,120825600
2012-02-23,73.582855,73.975716,72.785713,73.769997,49.190063,142006900
2012-02-24,74.238571,74.699997,74.091431,74.629997,49.763515,103768000
2012-02-27,74.472855,75.500000,73.754288,75.108574,50.082630,136895500
2012-02-28,75.422859,76.487144,75.121429,76.487144,51.001869,150096800
2012-02-29,77.365715,78.230003,76.528572,77.491432,51.671520,238002800
2012-03-01,78.309998,78.315712,76.967140,77.781425,51.864895,170817500
2012-03-02,77.748573,78.114288,77.502853,77.882858,51.932507,107928100
2012-03-05,77.917145,78.211426,75.142860,76.165718,50.787521,202281100
2012-03-06,74.808571,76.241432,73.745712,75.751427,50.511272,202559700
2012-03-07,76.685715,76.825714,74.757141,75.812859,50.552238,199630200
2012-03-08,76.384285,77.570000,76.017143,77.427139,51.628654,129114300
2012-03-09,77.744286,78.248573,77.587143,77.881432,51.931568,104729800
2012-03-12,78.425713,78.857140,78.142860,78.857140,52.582176,101820600
2012-03-13,79.648575,81.168571,79.392860,81.157143,54.115833,172713800
2012-03-14,82.578575,84.959999,82.199997,84.225716,56.161953,354711000
2012-03-15,85.658569,85.715714,82.650002,83.651428,55.779045,289929500
2012-03-16,83.531425,84.171425,82.571426,83.652855,55.779972,206371900
2012-03-19,85.481430,85.967140,84.150002,85.871429,57.259331,225309000
2012-03-20,85.644287,86.699997,84.497147,86.565712,57.722279,204165500
2012-03-21,86.105713,87.092857,85.915718,86.071426,57.392685,161010500
2012-03-22,85.397141,86.357140,85.075714,85.620003,57.091686,155967700
2012-03-23,85.784286,85.971428,84.914284,85.150002,56.778282,107622200
2012-03-26,85.684288,86.735718,85.037140,86.711426,57.819431,148935500
2012-03-27,86.597145,88.040001,86.580002,87.782860,58.533867,151782400
2012-03-28,88.339996,88.778572,87.187141,88.231430,58.832985,163865100
2012-03-29,87.540001,88.080002,86.747147,87.122856,58.093777,152059600
2012-03-30,86.967140,87.222855,85.419998,85.650002,57.111679,182759500
2012-04-02,85.975716,88.395714,85.768570,88.375717,58.929195,149587900
2012-04-03,89.614288,90.315712,88.930000,89.902855,59.947506,208639900
2012-04-04,89.192856,89.408569,88.142860,89.187141,59.470268,143245200
2012-04-05,89.568573,90.665718,89.057144,90.525711,60.362816,160324500
2012-04-09,89.447144,91.405716,89.328575,90.889999,60.605724,149384200
2012-04-10,91.418571,92.000000,89.428574,89.777145,59.863670,222431300
2012-04-11,90.885712,90.981430,89.048569,89.457146,59.650284,174153700
2012-04-12,89.285713,90.190002,88.642860,88.967140,59.323555,153584200
2012-04-13,89.158569,89.242859,86.215714,86.461426,57.652740,214911200
2012-04-16,87.151428,87.182854,82.607140,82.875717,55.261787,262696700
2012-04-17,82.705711,87.142860,81.701431,87.099998,58.078533,256382000
2012-04-18,87.674286,88.607140,86.101425,86.905716,57.948994,238632800
2012-04-19,85.745712,86.389999,83.502853,83.919998,55.958122,208679800
2012-04-20,84.482857,84.945717,81.488571,81.854286,54.580685,257746300
2012-04-23,81.515717,82.381432,79.517143,81.671425,54.458748,241632300
2012-04-24,80.372856,81.098572,79.285713,80.040001,53.370911,269037300
2012-04-25,87.948570,88.285713,86.571426,87.142860,58.107124,226444400
2012-04-26,87.752853,87.812859,86.018570,86.814285,57.888039,134017100
2012-04-27,86.438568,86.597145,85.785713,86.142860,57.440311,101680600
2012-04-30,85.400002,85.485718,83.285713,83.425713,55.628525,126536200
2012-05-01,83.557144,85.251427,83.032860,83.161430,55.452282,152749800
2012-05-02,82.891426,83.914284,82.694283,83.711426,55.819035,106847300
2012-05-03,84.357140,84.485718,82.900002,83.117142,55.422768,97637400
2012-05-04,82.440002,82.622856,80.738571,80.750000,53.844349,132498100
2012-05-07,80.214287,81.824287,80.175713,81.354286,54.247292,115029600
2012-05-08,81.368568,81.642860,79.818573,81.168571,54.123440,124313000
2012-05-09,80.528572,81.997147,80.121429,81.311432,54.218697,120176000
2012-05-10,82.082855,82.268570,81.205711,81.502853,54.346340,83300000
2012-05-11,80.714287,82.067146,80.621429,80.958572,53.983425,99886500
2012-05-14,80.367142,81.072861,79.657143,79.745712,53.174683,88156600
2012-05-15,80.207146,80.459999,78.821426,79.024284,52.693634,119084000
2012-05-16,79.150002,79.555717,77.291428,78.011429,52.018246,140224000
2012-05-17,77.901428,78.214287,75.731430,75.731430,50.497944,179305000
2012-05-18,76.279999,77.629997,74.597145,75.768570,50.522720,183073100
2012-05-21,76.357140,80.220001,76.292854,80.182854,53.466179,157776500
2012-05-22,81.364288,81.982857,78.940002,79.567146,53.055626,173717600
2012-05-23,79.642860,81.828575,79.032860,81.508568,54.350174,146224400
2012-05-24,82.267143,82.357140,80.175713,80.760002,53.851009,124057500
2012-05-25,80.655716,80.835716,79.781425,80.327141,53.562382,82126800
2012-05-29,81.557144,82.000000,80.758568,81.752853,54.513062,95127200
2012-05-30,81.314285,82.855713,80.937141,82.738571,55.170326,132357400
2012-05-31,82.962860,83.071426,81.637146,82.532860,55.033165,122918600
2012-06-01,81.308571,81.807144,80.074287,80.141426,53.438534,130246900
2012-06-04,80.214287,81.071426,78.357140,80.612854,53.752899,139248900
2012-06-05,80.181427,80.924286,79.761429,80.404289,53.613831,97053600
2012-06-06,81.110001,81.978569,80.785713,81.637146,54.435890,100363900
2012-06-07,82.470001,82.474289,81.500000,81.674286,54.460667,94941700
2012-06-08,81.657143,82.940002,81.285713,82.902855,55.279873,86879100
2012-06-11,83.959999,84.071426,81.518570,81.595711,54.408268,147816200
2012-06-12,82.065712,82.374283,80.957146,82.308571,54.883614,108845100
2012-06-13,82.074287,82.639999,81.482857,81.737144,54.502571,73395000
2012-06-14,81.605713,81.928574,81.037140,81.647141,54.442570,86393300
2012-06-15,81.571426,82.088570,81.364288,82.018570,54.690224,83813800
2012-06-18,81.565712,83.984283,81.481430,83.682854,55.799973,110103000
2012-06-19,83.342857,84.285713,83.300003,83.915718,55.955250,90351100
2012-06-20,84.029999,84.178574,82.971428,83.677139,55.796169,89735800
2012-06-21,83.634285,84.031425,82.491432,82.524284,55.027439,81587800
2012-06-22,82.720001,83.169998,82.202858,83.157143,55.449432,71117900
2012-06-25,82.471428,82.828575,81.481430,81.538574,54.370174,76095600
2012-06-26,81.618568,82.070000,81.047142,81.718575,54.490189,69134100
2012-06-27,82.142860,82.391426,81.702858,82.071426,54.725468,50749300
2012-06-28,81.667145,82.000000,80.801430,81.292854,54.206326,70709100
2012-06-29,82.571426,83.428574,82.035713,83.428574,55.630413,105375200
2012-07-02,83.532860,84.781425,83.371429,84.645714,56.442024,100023000
2012-07-03,84.982857,85.714287,84.857140,85.629997,57.098343,60428200
2012-07-05,85.794289,87.762856,85.664284,87.134285,58.101398,121095800
2012-07-06,86.727142,86.919998,85.940002,86.554283,57.714661,104732600
2012-07-09,86.471428,87.699997,86.301430,87.698570,58.477688,94851400
2012-07-10,88.281425,88.552856,86.472855,86.887146,57.936607,127989400
2012-07-11,86.588570,86.808571,85.317146,86.347145,57.576534,117330500
2012-07-12,85.748573,86.209999,84.668571,85.557144,57.049767,107010400
2012-07-13,86.135712,86.741432,85.714287,86.424286,57.627979,77856800
